province,date,cases
Repatriated,2020-03-24,13
Repatriated,2020-03-25,13
Repatriated,2020-03-26,13
Repatriated,2020-03-27,13
Repatriated,2020-03-28,13
Repatriated,2020-03-29,13
Repatriated,2020-03-30,13
Repatriated,2020-03-31,13
Repatriated,2020-04-01,13
Repatriated,2020-04-02,13
Repatriated,2020-04-03,13
Repatriated,2020-04-04,13
Repatriated,2020-04-05,13
Repatriated,2020-04-06,13
Repatriated,2020-04-07,13
Repatriated,2020-04-08,13
Repatriated,2020-04-09,13
Repatriated,2020-04-10,13
Repatriated,2020-04-11,13
Repatriated,2020-04-12,13
Repatriated,2020-04-13,13
Repatriated,2020-04-14,13
Repatriated,2020-04-15,13
Repatriated,2020-04-16,13
Repatriated,2020-04-17,13
Saskatchewan,2020-01-25,0
Saskatchewan,2020-01-26,0
Saskatchewan,2020-01-27,0
Saskatchewan,2020-01-28,0
Saskatchewan,2020-01-29,0
Saskatchewan,2020-01-30,0
Saskatchewan,2020-01-31,0
Saskatchewan,2020-02-01,0
Saskatchewan,2020-02-02,0
Saskatchewan,2020-02-03,0
Saskatchewan,2020-02-04,0
Saskatchewan,2020-02-05,0
Saskatchewan,2020-02-06,0
Saskatchewan,2020-02-07,0
Saskatchewan,2020-02-08,0
Saskatchewan,2020-02-09,0
Saskatchewan,2020-02-10,0
Saskatchewan,2020-02-11,0
Saskatchewan,2020-02-12,0
Saskatchewan,2020-02-13,0
Saskatchewan,2020-02-14,0
Saskatchewan,2020-02-15,0
Saskatchewan,2020-02-16,0
Saskatchewan,2020-02-17,0
Saskatchewan,2020-02-18,0
Saskatchewan,2020-02-19,0
Saskatchewan,2020-02-20,0
Saskatchewan,2020-02-21,0
Saskatchewan,2020-02-22,0
Saskatchewan,2020-02-23,0
Saskatchewan,2020-02-24,0
Saskatchewan,2020-02-25,0
Saskatchewan,2020-02-26,0
Saskatchewan,2020-02-27,0
Saskatchewan,2020-02-28,0
Saskatchewan,2020-02-29,0
Saskatchewan,2020-03-01,0
Saskatchewan,2020-03-02,0
Saskatchewan,2020-03-03,0
Saskatchewan,2020-03-04,0
Saskatchewan,2020-03-05,0
Saskatchewan,2020-03-06,0
Saskatchewan,2020-03-07,0
Saskatchewan,2020-03-08,0
Saskatchewan,2020-03-09,0
Saskatchewan,2020-03-10,0
Saskatchewan,2020-03-11,0
Saskatchewan,2020-03-12,1
Saskatchewan,2020-03-13,2
Saskatchewan,2020-03-14,6
Saskatchewan,2020-03-15,6
Saskatchewan,2020-03-16,7
Saskatchewan,2020-03-17,8
Saskatchewan,2020-03-18,16
Saskatchewan,2020-03-19,20
Saskatchewan,2020-03-20,26
Saskatchewan,2020-03-21,44
Saskatchewan,2020-03-22,52
Saskatchewan,2020-03-23,66
Saskatchewan,2020-03-24,72
Saskatchewan,2020-03-25,86
Saskatchewan,2020-03-26,95
Saskatchewan,2020-03-27,104
Saskatchewan,2020-03-28,134
Saskatchewan,2020-03-29,156
Saskatchewan,2020-03-30,176
Saskatchewan,2020-03-31,184
Saskatchewan,2020-04-01,193
Saskatchewan,2020-04-02,206
Saskatchewan,2020-04-03,220
Saskatchewan,2020-04-04,231
Saskatchewan,2020-04-05,249
Saskatchewan,2020-04-06,253
Saskatchewan,2020-04-07,260
Saskatchewan,2020-04-08,271
Saskatchewan,2020-04-09,278
Saskatchewan,2020-04-10,285
Saskatchewan,2020-04-11,289
Saskatchewan,2020-04-12,298
Saskatchewan,2020-04-13,300
Saskatchewan,2020-04-14,301
Saskatchewan,2020-04-15,304
Saskatchewan,2020-04-16,305
Saskatchewan,2020-04-17,307
Yukon,2020-01-25,0
Yukon,2020-01-26,0
Yukon,2020-01-27,0
Yukon,2020-01-28,0
Yukon,2020-01-29,0
Yukon,2020-01-30,0
Yukon,2020-01-31,0
Yukon,2020-02-01,0
Yukon,2020-02-02,0
Yukon,2020-02-03,0
Yukon,2020-02-04,0
Yukon,2020-02-05,0
Yukon,2020-02-06,0
Yukon,2020-02-07,0
Yukon,2020-02-08,0
Yukon,2020-02-09,0
Yukon,2020-02-10,0
Yukon,2020-02-11,0
Yukon,2020-02-12,0
Yukon,2020-02-13,0
Yukon,2020-02-14,0
Yukon,2020-02-15,0
Yukon,2020-02-16,0
Yukon,2020-02-17,0
Yukon,2020-02-18,0
Yukon,2020-02-19,0
Yukon,2020-02-20,0
Yukon,2020-02-21,0
Yukon,2020-02-22,0
Yukon,2020-02-23,0
Yukon,2020-02-24,0
Yukon,2020-02-25,0
Yukon,2020-02-26,0
Yukon,2020-02-27,0
Yukon,2020-02-28,0
Yukon,2020-02-29,0
Yukon,2020-03-01,0
Yukon,2020-03-02,0
Yukon,2020-03-03,0
Yukon,2020-03-04,0
Yukon,2020-03-05,0
Yukon,2020-03-06,0
Yukon,2020-03-07,0
Yukon,2020-03-08,0
Yukon,2020-03-09,0
Yukon,2020-03-10,0
Yukon,2020-03-11,0
Yukon,2020-03-12,0
Yukon,2020-03-13,0
Yukon,2020-03-14,0
Yukon,2020-03-15,0
Yukon,2020-03-16,0
Yukon,2020-03-17,0
Yukon,2020-03-18,0
Yukon,2020-03-19,0
Yukon,2020-03-20,0
Yukon,2020-03-21,0
Yukon,2020-03-22,2
Yukon,2020-03-23,2
Yukon,2020-03-24,2
Yukon,2020-03-25,3
Yukon,2020-03-26,3
Yukon,2020-03-27,4
Yukon,2020-03-28,4
Yukon,2020-03-29,4
Yukon,2020-03-30,5
Yukon,2020-03-31,5
Yukon,2020-04-01,6
Yukon,2020-04-02,6
Yukon,2020-04-03,6
Yukon,2020-04-04,6
Yukon,2020-04-05,6
Yukon,2020-04-06,7
Yukon,2020-04-07,7
Yukon,2020-04-08,8
Yukon,2020-04-09,8
Yukon,2020-04-10,8
Yukon,2020-04-11,8
Yukon,2020-04-12,8
Yukon,2020-04-13,8
Yukon,2020-04-14,8
Yukon,2020-04-15,8
Yukon,2020-04-16,8
Yukon,2020-04-17,9
